401,20:30,FAC Wien,W. Neustadt,1.90,3.20,2.80,,
402,20:30,Liefering,A. Lustenau,1.85,3.20,2.90,,
403,20:30,SV Horn,Wattens,1.85,3.20,2.90,,
404,20:30,Wacker Inn.,BW Linz,1.65,3.30,3.40,,
405,20:45,Beşiktaş,Napoli,2.90,3.30,1.80,1.75,1.60
407,22:45,Bristol Rov.,Fleetwood,1.85,3.10,3.00,1.85,1.50
408,22:45,Coventry,Chesterfield,1.70,3.20,3.30,1.80,1.55
409,22:45,Forfar,Edinburgh City,1.25,4.00,7.00,,
410,22:45,G. Morton,St. Mirren,1.75,3.20,3.20,1.75,1.60
411,22:45,Atl. Madrid,Rostov,1.75,3.75,2.75,,
412,22:45,Basel,Paris SG,5.00,3.50,1.40,1.95,1.45
413,22:45,Benfica,Dinamo Kiev,1.40,3.50,5.00,1.60,1.75
414,22:45,M gladbach,Celtic,1.40,3.75,4.60,2.05,1.40
415,22:45,L. Razgrad,Arsenal,9.00,4.75,1.15,2.30,1.30
416,22:45,Man City,Barcelona,2.40,3.20,2.10,2.30,1.30
417,22:45,PSV,Bayern,7.00,4.00,1.25,2.30,1.30
421,23:30,Ayacucho,Com. Unidos,1.65,3.00,3.50,,
422,00:15,Londrina,Paysandu,1.50,3.10,4.30,,
423,02:30,Luverdense,Criciuma,1.75,2.90,3.50,,
424,02:45,C. Porteno,Atl. Nacional,2.10,2.90,2.60,1.35,2.15
434,21:00,HB Koge,Viborg,3.20,3.20,1.75,,
435,21:00,Næstved,Nordsjaelland,5.50,3.60,1.35,,
436,21:00,Schaffhausen,Sion,5.50,3.60,1.35,,
438,22:45,BVB Dortmund,Sporting,1.25,4.00,7.00,2.15,1.35
439,22:45,Kopenhag,Leicester,2.00,3.00,2.70,1.50,1.85
440,22:45,Juventus,Lyon,1.15,4.75,9.00,1.80,1.55
441,22:45,Legia,Real Madrid,3.20,4.25,1.55,,
442,22:45,Monaco,CSKA,1.60,3.30,3.60,1.55,1.80
443,22:45,Porto,C. Brugge,1.15,4.75,9.00,2.05,1.40
444,22:45,Sevilla,D. Zagreb,1.10,5.50,10.00,2.15,1.35
445,22:45,Tottenham,Leverkusen,1.85,3.10,3.00,1.80,1.55
452,02:45,Atletico Mg,Internacional,1.45,3.30,4.30,1.55,1.80
453,02:45,Gremio,Cruzeiro,1.80,3.10,3.10,1.60,1.75
454,02:45,San Lorenzo,Chapecoense,1.30,3.50,7.00,1.40,2.05
455,03:10,Rosario Cent.,Boca Juniors,2.90,2.80,2.00,1.45,1.95
456,05:00,Queretaro,Guadalajara,2.60,2.80,2.20,1.50,1.85
457,07:30,Avispa Fukuoka,Kashiwa,3.00,3.20,1.80,1.70,1.65
458,07:30,Kashima A.,Vissel Kobe,1.75,3.20,3.20,1.95,1.45
459,07:30,Kawasaki,Gamba Osaka,1.55,3.30,4.00,2.05,1.40
460,07:30,V. Kofu,Sagan Tosu,2.40,2.90,2.30,1.55,1.80
461,07:30,Nagoya,S. Bellmare,1.65,3.20,3.60,1.80,1.55
462,07:30,A. Niigata,S. Hiroshima,2.60,2.90,2.10,1.75,1.60
463,07:30,Omiya Ardija,Tokyo,2.00,2.90,2.80,1.65,1.70
464,07:30,V. Sendai,Jubilo Iwata,2.10,2.90,2.60,1.80,1.55
465,07:30,Urawa Reds,Yokohama M.,1.40,3.50,5.00,1.95,1.45
466,19:00,FC Astana,Olympiakos,3.10,3.00,1.85,1.50,1.85
467,21:00,Anderlecht,Mainz 05,2.10,2.90,2.60,1.80,1.55
468,21:00,Apoel,Young Boys,2.00,3.00,2.70,1.55,1.80
469,21:00,Astra,V. Plzen,2.80,3.20,1.90,1.75,1.60
470,21:00,Ath. Bilbao,Genk,1.15,4.75,9.00,1.95,1.45
471,21:00,A. Wien,Roma,4.30,3.60,1.45,2.15,1.35
472,21:00,Fenerbahçe,Man United,2.55,3.20,2.00,1.55,1.80
473,21:00,Mac.Tel Aviv,Alkmaar,1.65,3.20,3.60,1.75,1.60
474,21:00,Kabala,St Etienne,3.50,3.10,1.70,1.50,1.85
475,21:00,Sassuolo,Rapid Wien,1.65,3.30,3.40,1.70,1.65
476,21:00,Zenit,Dundalk,1.02,7.00,16.00,2.50,1.25
477,21:00,Zorya,Feyenoord,2.60,2.90,2.10,1.50,1.85
484,23:05,Ajax,Celta Vigo,1.75,3.20,3.20,1.65,1.70
485,23:05,Braga,Ati. Konyaspor,1.20,4.10,8.00,1.55,1.80
486,23:05,Fiorentina,Liberec,1.10,5.50,10.00,1.95,1.45
487,23:05,Gent,Shakhtar,3.00,3.20,1.80,1.70,1.65
488,23:05,Nice,RB Salzburg,1.70,3.20,3.30,1.75,1.60
489,23:05,Panathinaikos,Stan. Liege,1.85,3.10,3.00,1.60,1.75
490,23:05,PAOK,Karabağ,1.55,3.30,4.00,1.45,1.95
491,23:05,Schalke 04,Krasnodar,1.45,3.40,4.60,1.75,1.60
492,23:05,Southampton,Inter,1.50,3.30,4.30,1.55,1.80
493,23:05,S. Prag,Hapoel Beer Sheva,1.90,3.00,2.90,1.55,1.80
494,23:05,Villarreal,Osmanlıspor,1.25,4.10,6.40,1.60,1.75
495,23:05,Zürich,S. Bükreş,2.00,3.00,2.70,1.45,1.95
499,11:50,Brisbane,Melbourne City,2.50,3.10,2.10,,
101,20:00,Galatasaray,M.Başakşehir,1.75,3.20,3.10,1.80,1.55
102,22:30,Hertha Berlin,M gladbach,2.10,2.90,2.60,1.60,1.75
103,22:45,Montpellier,Marsilya,2.10,2.90,2.60,1.60,1.75
104,22:45,Malaga,S. Gijon,1.55,3.30,4.00,1.55,1.80
105,13:30,Ayt. Alanyaspor,G.Antepspor,1.90,3.20,2.70,1.65,1.70
106,15:00,Granada,Deportivo,2.50,2.90,2.20,1.45,1.95
107,16:00,Karabükspor,Bursaspor,2.20,3.20,2.30,1.70,1.65
108,17:30,Bayern,Hoffenheim,1.85,4.00,2.50,,
109,17:30,Freiburg,VfL Wolfsburg,2.60,2.90,2.10,1.70,1.65
110,17:30,Hamburg,BVB Dortmund,6.25,3.75,1.30,1.95,1.45
111,17:30,Ingolstadt,Augsburg,1.85,3.10,3.00,1.45,1.95
112,17:30,Leverkusen,Darmstadt,1.15,4.75,9.00,2.15,1.35
113,18:00,Bournemouth,Sunderland,1.45,3.40,4.60,1.80,1.55
114,18:00,Burnley,Cry.Palace,2.60,2.90,2.10,1.55,1.80
115,18:00,Man City,M brough,1.10,5.50,10.00,2.15,1.35
116,18:00,West Ham,Stoke,1.85,3.10,3.00,1.70,1.65
117,18:15,R. Sociedad,Atl. Madrid,4.00,3.30,1.55,1.55,1.80
118,19:00,Monaco,Nancy,1.40,3.50,5.00,1.70,1.65
119,19:00,Antalyaspor,Gençlerbirliği,2.30,3.20,2.20,1.70,1.65
120,19:00,Beşiktaş,Trabzonspor,1.25,3.70,7.50,1.95,1.45
121,20:00,Torino,Cagliari,1.35,3.40,6.25,2.15,1.35
122,20:30,Chelsea,Everton,1.40,3.50,5.00,2.05,1.40
123,20:30,Frankfurt,Köln,2.20,2.90,2.50,1.55,1.80
124,20:30,Osasuna,Alaves,2.00,3.00,2.70,1.50,1.85
125,22:00,Angers,Lille,2.10,2.80,2.70,1.30,2.30
126,22:00,Bordeaux,Lorient,1.55,3.10,4.30,1.70,1.65
127,22:00,Dijon,Guingamp,2.00,2.90,2.80,1.40,2.05
128,22:00,Lyon,Bastia,1.30,3.50,7.00,1.75,1.60
129,22:00,Nantes,Toulouse,2.10,2.80,2.70,1.35,2.15
130,22:45,Napoli,Lazio,1.65,3.20,3.60,2.05,1.40
131,22:45,Las Palmas,Eibar,1.80,3.10,3.10,1.70,1.65
132,13:30,Ç.Rizespor,Adanaspor,1.50,3.30,4.30,1.65,1.70
133,14:00,Real Madrid,Leganes,1.80,4.25,2.40,,
134,14:30,Pescara,Empoli,2.00,2.90,2.80,1.60,1.75
135,15:00,Arsenal,Tottenham,1.80,3.20,3.00,1.95,1.45
136,16:00,Osmanlıspor,Kayserispor,1.50,3.30,4.30,1.75,1.60
137,17:00,Caen,Nice,2.40,2.90,2.30,1.55,1.80
138,17:00,Chievo,Juventus,7.00,3.50,1.30,1.70,1.65
139,17:00,Genoa,Udinese,1.60,3.10,4.00,1.60,1.75
140,17:00,Palermo,Milan,4.60,3.40,1.45,1.70,1.65
141,17:00,Sassuolo,Atalanta,2.10,2.90,2.60,1.55,1.80
142,17:15,Hull,Southampton,4.60,3.40,1.45,1.55,1.80
143,17:15,Liverpool,Watford,1.15,4.75,9.00,2.15,1.35
144,17:30,RB Leipzig,Mainz 05,1.45,3.40,4.60,1.75,1.60
145,18:00,Swansea,Man United,4.60,3.40,1.45,1.85,1.50
146,18:15,Celta Vigo,Valencia,1.90,3.00,2.90,1.80,1.55
147,18:15,Espanyol,Ath. Bilbao,2.60,2.90,2.10,1.50,1.85
148,19:00,Metz,St Etienne,3.00,3.10,1.85,1.50,1.85
149,19:00,Akhisar B.S,Fenerbahçe,4.00,3.20,1.55,1.80,1.55
150,19:00,Ati. Konyaspor,Kasımpaşa,1.45,3.40,4.60,1.65,1.70
151,19:30,Leicester,West Brom,1.60,3.20,3.75,1.65,1.70
152,19:30,Schalke 04,Werder Bremen,1.40,3.50,5.00,2.15,1.35
153,20:00,Fiorentina,Sampdoria,1.40,3.50,5.00,1.80,1.55
154,20:00,Inter,Crotone,1.10,5.00,12.50,2.15,1.35
155,20:30,Villarreal,R. Betis,1.35,3.60,5.50,1.65,1.70
156,22:45,Paris SG,Rennes,1.10,5.00,12.50,2.15,1.35
157,22:45,Roma,Bologna,1.15,4.75,9.00,2.15,1.35
158,22:45,Sevilla,Barcelona,5.50,3.60,1.35,2.30,1.30
