596,11:50,MELBOURNE CITY,ADELAIDE UTD,1.55,3.30,4.00,,
148,19:00,SILKEBORG,ODENSE,2.10,2.90,2.60,1.80,1.55
149,19:00,PIAST GLIWICE,NIECIECZA,2.00,2.90,2.80,1.60,1.75
150,19:30,1860 MÜNİH,AUE,1.90,3.00,2.90,1.60,1.75
151,19:30,ARMINIA BIELEFELD,SANDHAUSEN,2.20,2.90,2.50,1.50,1.85
152,19:30,DYNAMO DRESDEN,BRAUNSCHWEIG,2.40,3.00,2.20,1.70,1.65
153,19:30,1860 MÜNİH (150),(151) ARMINIA BIELEFELD,2.30,3.20,2.20,,
101,20:00,GENÇLERBİRLİĞİ,BEŞİKTAŞ,3.10,3.20,1.75,1.80,1.55
154,20:00,AALEN,ZWICKAU,1.65,3.20,3.60,1.50,1.85
155,20:00,BEŞİKTAŞ (101),(103) PARIS ST GERMAIN,2.25,3.60,2.10,,
156,21:00,AJACCIO,LAVAL,1.90,2.80,3.20,1.30,2.30
157,21:00,BOURG PERONNAS,GFCO AJACCIO,2.60,2.60,2.30,1.35,2.15
158,21:00,ORLEANS,TROYES,2.20,2.80,2.60,1.45,1.95
159,21:00,RED STAR PARIS,TOURS,1.95,2.90,2.90,1.45,1.95
160,21:00,REIMS,LE HAVRE,2.10,2.80,2.70,1.45,1.95
161,21:00,VALENCIENNES,NIMES,2.10,2.70,2.80,1.55,1.80
162,21:00,ACHILLES 29,DE GRAAFSCHAP,4.30,3.60,1.45,,
163,21:00,ALMERE CITY,HELMOND SPORT,1.50,3.60,4.00,,
164,21:00,DEN BOSCH,UTRECHT (II),1.60,3.30,3.60,,
165,21:00,MAASTRICHT,VOLENDAM,1.85,3.20,2.90,,
166,21:00,OSS,BREDA,4.60,3.75,1.40,,
167,21:00,TELSTAR,PSV (B),2.00,3.20,2.60,,
168,21:00,TWENTE,RODA,1.40,3.75,4.60,1.95,1.45
169,21:00,BENFICA,PACOS FERREIRA,1.02,7.00,16.00,2.15,1.35
170,21:15,NORDSJAELLAND,VIBORG,2.00,3.00,2.70,1.70,1.65
171,21:15,UNION COMERCIO,CESAR VALLEJO,2.00,3.00,2.70,,
102,21:30,M'GLADBACH,E.FRANKFURT,1.65,3.30,3.40,1.85,1.50
172,21:30,KORONA KIELCE,LEGIA VARŞOVA,4.60,3.40,1.45,1.70,1.65
103,21:45,LILLE,PARIS ST GERMAIN,5.00,3.50,1.40,1.75,1.60
104,21:45,LEGANES,REAL SOCIEDAD,2.40,2.90,2.30,1.50,1.85
173,21:45,QPR,BRENTFORD,2.30,3.00,2.30,1.55,1.80
174,21:45,DROGHEDA,COBH RAMBLERS,1.55,3.50,3.75,,
175,21:45,BRAY WANDERERS,CORK CITY,2.30,3.20,2.20,,
176,21:45,DUNDALK,GALWAY,1.45,3.40,4.60,,
177,21:45,FINN HARPS,BOHEMIAN,2.60,3.20,2.00,,
178,21:45,SLIGO ROVERS,WEXFORD,1.30,3.75,6.25,,
179,21:45,ST PATRICKS,DERRY CITY,2.20,3.20,2.30,,
180,23:00,NACIONAL MADEIRA,SPORTING LİZBON,7.00,4.00,1.25,1.80,1.55
181,23:30,COMERCIANTES UNIDOS,UNIV DE CAJAMARCA,1.80,3.10,3.10,,
182,00:15,CRICIUMA,LONDRINA PR,2.00,3.00,2.70,,
183,00:30,FLUMINENSE,VITORIA BAHIA,1.40,3.50,5.00,1.70,1.65
184,01:00,OLIMPO,ATL TUCUMAN,2.00,2.80,2.90,1.45,1.95
185,01:30,PARANA,BRAGANTINO,1.80,3.10,3.10,,
186,02:30,JOINVILLE,BRAZIL DE PELOTAS,2.00,2.90,2.80,,
187,02:30,NAUTICO,ATLETICO GOIANIENSE,1.85,3.10,3.00,,
188,03:15,PATRONATO,BANFIELD,2.20,2.70,2.70,1.35,2.15
189,05:00,VERACRUZ,PUMAS UNAM,2.40,2.90,2.30,1.70,1.65
190,08:00,FC TOKYO,SENDAI,1.85,3.10,3.00,1.70,1.65
191,08:00,GAMBA OSAKA,NIIGATA,1.80,3.10,3.10,1.70,1.65
192,08:00,HIROSHIMA,AVISPA FUKUOKA,1.20,4.30,8.00,2.05,1.40
193,08:00,IWATA,URAWA,4.60,3.40,1.45,1.95,1.45
194,08:00,KASHIMA,KAWASAKI,2.20,3.00,2.40,2.05,1.40
195,08:00,KASHIWA,OMIYA,1.90,3.20,2.80,1.80,1.55
196,08:00,SAGAN TOSU,YOKOHAMA MARINOS,2.50,2.90,2.20,1.60,1.75
197,08:00,SHONAN,KOFU,3.60,3.30,1.60,1.55,1.80
198,08:00,VISSEL KOBE,NAGOYA,2.10,2.90,2.60,1.85,1.50
199,09:35,NEWCASTLE JETS,SYDNEY,3.75,3.50,1.55,,
200,11:50,WESTERN SYDNEY,CC MARINERS,1.30,3.75,6.25,,
201,13:00,BOLUSPOR,GAZİANTEP B.Ş. BLD.SPOR,1.70,3.20,3.30,1.60,1.75
105,13:30,GAZİANTEPSPOR,OSMANLISPOR,2.80,3.10,1.90,1.60,1.75
202,13:30,CİZRESPOR,BEYLERBEYİ,1.20,3.50,5.50,,
203,13:30,OSMANLISPOR (105),(106) SEVILLA,2.40,3.50,2.00,,
106,14:00,SPORTING GIJON,SEVILLA,3.30,3.20,1.70,1.75,1.60
204,14:00,GREUTHER FURTH,KAISERSLAUTERN,2.00,3.00,2.70,1.60,1.75
205,14:00,UNION BERLIN,FORTUNA DUSSELDOR1.85,3.10,3.00,1.75,1.60
206,14:00,ABERDEEN,CELTIC,4.00,3.30,1.55,1.85,1.50
207,14:00,BAYBURT GR.ÖZ.İD. GENÇLİK,KARTALSPOR,2.25,3.10,1.85,,
208,14:00,ERZİN BLD.SPOR,SANCAKTEPE BLD.SPOR,2.65,3.10,1.65,,
