499,11:50,BRISBANE ROAR,MELBOURNE CITY,2.50,3.10,2.10,,
159,18:00,VOLYN LUTSK,STAL KAMYANSKE,2.10,2.90,2.60,,
160,18:30,GAZ METAN MEDIAS,CSMS IASI,,,,,
161,19:00,MERSİN İDMANYURDU,MANİSASPOR,1.75,3.20,3.10,2.05,1.40
162,19:00,GALATASARAY (101),(171) NÜRNBERG,2.25,3.25,2.20,,
101,20:00,GALATASARAY,İSTANBUL BAŞAKŞEHİR,1.75,3.20,3.10,1.80,1.55
163,20:00,LOKOMOTIVA,INTER ZAPRESIC,1.45,3.40,4.60,1.80,1.55
164,20:00,JIHLAVA,MLADA BOLESLAV,3.60,3.30,1.60,1.70,1.65
165,20:00,ESBJERG,AALBORG,3.20,3.20,1.75,1.75,1.60
166,20:00,WISLA PLOCK,ARKA GDYNIA,2.10,2.80,2.70,1.50,1.85
167,20:30,AVUSTURYA LUSTENAU,WIENER NEUSTADT,1.35,4.00,5.00,1.95,1.45
168,20:30,LASK LINZ,FAC WIEN,1.25,4.00,7.00,2.50,1.25
169,20:30,LIEFERING,WATTENS,1.35,4.00,5.00,2.50,1.25
170,20:30,WACKER INNSBRUCK,SV HORN,1.65,3.30,3.40,1.80,1.55
171,20:30,AUE,NÜRNBERG,2.60,3.20,2.00,1.85,1.50
172,20:30,FORTUNA DUSSELDORF,DYNAMO DRESDEN,1.90,3.00,2.90,1.70,1.65
173,20:30,HEIDENHEIM,KARLSRUHER,1.85,3.00,3.10,1.40,2.05
174,21:30,M'GLADBACH (102),(103) MARSİLYA,2.35,3.00,2.25,,
175,21:30,HERTHA BERLİN (102),(103) MONTPELLIER,2.25,3.25,2.20,,
176,22:00,AMIENS,AUXERRE,1.65,3.20,3.60,1.50,1.85
177,22:00,BOURG PERONNAS,ORLEANS,2.00,2.90,2.80,1.50,1.85
178,22:00,CHAMOIS NIORTAIS,SOCHAUX,2.30,2.70,2.50,1.35,2.15
179,22:00,GFCO AJACCIO,RED STAR PARIS,1.80,2.90,3.30,1.40,2.05
180,22:00,LAVAL,LE HAVRE,2.50,2.70,2.30,1.40,2.05
181,22:00,NIMES,CLERMONT,1.85,2.90,3.20,1.65,1.70
182,22:00,TOURS,BREST,2.70,2.70,2.20,1.40,2.05
183,22:00,TROYES,VALENCIENNES,1.85,2.90,3.20,1.60,1.75
184,22:00,ALMERE CITY,ACHILLES 29,1.20,4.30,8.00,2.50,1.25
185,22:00,CAMBUUR,VOLENDAM,1.65,3.30,3.40,1.85,1.50
186,22:00,DE GRAAFSCHAP,FORTUNA SITTARD,1.35,4.00,5.00,2.15,1.35
187,22:00,FC EINDHOVEN,UTRECHT (II),1.30,3.75,6.25,1.95,1.45
188,22:00,HELMOND SPORT,PSV (B),2.00,3.20,2.60,1.85,1.50
189,22:00,AJAX (B),BREDA,1.85,3.20,2.90,2.50,1.25
190,22:00,MAASTRICHT,TELSTAR,1.50,3.60,4.00,1.95,1.45
191,22:00,OSS,EMMEN,2.80,3.20,1.90,2.30,1.30
192,22:00,VVV VENLO,DORDRECHT,1.20,4.30,8.00,2.15,1.35
193,22:00,WAALWIJK,DEN BOSCH,1.70,3.20,3.30,1.95,1.45
194,22:00,SPARTA ROTTERDAM,HEERENVEEN,2.60,2.90,2.10,1.85,1.50
195,22:15,AARHUS,SILKEBORG,1.70,3.20,3.30,1.75,1.60
102,22:30,HERTHA BERLİN,M'GLADBACH,2.10,2.90,2.60,1.60,1.75
196,22:30,KAPFENBERG,BLAU WEISS LINZ,1.80,3.20,3.00,1.75,1.60
197,22:30,KORTRIJK,CHARLEROI,1.90,3.00,2.90,1.70,1.65
198,22:30,BRESCIA,CESENA,2.30,2.70,2.50,1.50,1.85
199,22:30,RUCH CHORZOW,LECH POZNAN,3.50,3.10,1.70,1.60,1.75
103,22:45,MONTPELLIER,MARSİLYA,2.10,2.90,2.60,1.60,1.75
104,22:45,MALAGA,SPORTING GIJON,1.55,3.30,4.00,1.55,1.80
200,22:45,MILLWALL,SOUTHEND,1.55,3.30,4.00,1.80,1.55
201,22:45,BRENTFORD,FULHAM,2.00,3.00,2.70,1.80,1.55
202,22:45,DROGHEDA,WEXFORD,1.85,3.10,3.00,1.55,1.80
203,22:45,PARTICK THISTLE,ABERDEEN,3.60,3.20,1.65,1.70,1.65
204,22:55,EASTLEIGH,SWINDON,2.70,3.00,2.00,1.75,1.60
205,23:30,GUIMARAES,NACIONAL MADEIRA,1.55,3.30,4.00,1.60,1.75
206,02:30,VILA NOVA,BAHIA,2.30,2.90,2.40,1.55,1.80
207,03:15,ATL TEMPERLEY,OLIMPO,2.00,2.80,2.90,1.35,2.15
208,06:00,CLUB TIJUANA,TIGRES UANL,2.00,3.00,2.70,1.70,1.65
209,09:00,INCHEON UTD,SUWON CITY,1.90,3.00,2.90,,
210,09:00,POHANG STEELERS,SEONGNAM,1.90,3.00,2.90,,
211,09:00,SUWON SB,GWANGJU,1.70,3.10,3.50,,
212,09:35,WELLINGTON PHOENIX,NEWCASTLE JETS,1.80,3.30,2.90,2.05,1.40
213,11:00,TOM TOMSK,SPARTAK MOSKOVA,4.30,3.30,1.50,1.50,1.85
214,11:50,SYDNEY,MELBOURNE VICTORY,1.65,3.40,3.30,1.85,1.50
215,13:00,AMED SPORTİF,FATİH KARAGÜMRÜK,1.40,3.30,4.30,,
216,13:00,K.MARAŞSPOR,BUCASPOR,2.00,3.10,2.30,,
217,13:00,SİVAS BLD.SPOR,ERZURUM BŞB.SPOR,2.05,3.10,2.25,,
218,13:00,1461 TRABZON,TUZLASPOR,2.00,3.10,2.30,,
219,13:00,GÜMÜŞHANESPOR,KARŞIYAKA,1.95,3.10,2.40,,
220,13:00,DENİZLİSPOR,BALIKESİRSPOR,2.40,3.20,2.10,1.70,1.65
