451,05:05,Kosta Rika,ABD,1.80,3.10,3.10,-,-,1-0,4-0
452,05:05,Panama,Meksika,5.50,3.60,1.35,-,-,0-0,0-0
453,05:15,Peru,Brezilya,4.30,3.30,1.50,1.70,1.65,0-0,0-2
454,13:00,Düzyurtspor,Muğlaspor,1.65,3.10,2.65,-,-,1-0,3-0
455,13:00,Payas Bld,Tarsus İY,2.15,3.10,1.95,-,-,0-1,0-2
456,13:30,Afjet Afyon,12 Bingölspor,1.25,3.30,5.00,-,-,0-0,1-0
457,13:30,Ank-Adliyespor,Elazığ Bld,2.45,3.20,1.70,-,-,1-0,2-0
458,13:30,Bergama Bld,Maltepespor,2.15,3.10,1.95,-,-,2-0,2-0
459,13:30,Darıca Gençlerbirliği,Orduspor,1.55,3.20,2.90,-,-,2-0,2-0
460,13:30,Denizli Bld,Orhangazispor,2.50,3.20,1.70,-,-,0-0,2-0
461,13:30,Sakaryaspor,Y.Diyarbakırspor,1.55,3.10,3.00,-,-,0-1,0-1
462,13:30,Sultanbeyli Bld,Bayrampaşaspor,2.10,3.10,2.00,-,-,0-0,0-1
252,03:00,Krylya Sovetov,Ural,2.00,2.60,3.20,1.30,2.30,1-1,2-2
444,00:30,Botafogo,Chapecoense,1.55,3.30,4.00,1.50,1.85,0-1,0-2
463,02:00,Coritiba,Santa Cruz,1.35,3.60,5.50,1.60,1.75,0-0,1-0
464,02:45,America Mineiro,Flamengo,4.30,3.30,1.50,1.50,1.85,0-1,0-1
465,00:30,America Mineiro,Chapecoense,2.40,2.70,2.40,-,-,0-1,0-2
466,02:45,Figueirense,Corinthians,2.50,2.70,2.30,1.45,1.95,0-1,1-1
467,02:45,Sport Recife,Cruzeiro,2.00,2.90,2.80,1.55,1.80,0-1,0-1
468,20:30,Halmstad,Helsingborg,2.50,2.90,2.20,1.55,1.80,0-0,1-1
469,21:30,Astra Giurgiu,Dinamo Bucuresti,1.90,2.90,3.00,-,-,0-1,2-2
470,22:45,Dover Athletic,Cambridge,2.10,2.90,2.60,1.70,1.65,0-0,1-1
101,11:50,Western Sydney,Melbourne City,2.50,3.10,2.10,2.05,1.40,0-0,1-1
102,21:00,Lorient,Monaco,3.50,3.10,1.70,1.70,1.65,0-0,0-3
103,22:30,Leverkusen,RB Leipzig,2.00,3.00,2.70,1.70,1.65,2-1,2-3
104,22:45,Lille,Lyon,2.60,2.80,2.20,1.50,1.85,0-1,0-1
105,22:45,Real Betis,Las Palmas,2.00,2.90,2.80,1.65,1.70,2-0,2-0
161,14:00,Perth Glory,Adelaide Utd,1.90,3.20,2.80,1.85,1.50,1-1,3-1
162,19:00,FC Botoşani,Voluntari,1.55,3.30,4.00,-,-,0-1,0-1
163,19:00,Arsenal Tula,CSKA Moscow,3.75,3.20,1.60,1.40,2.05,0-1,0-1
165,19:30,Rubin Kazan,Rostov,1.75,2.90,3.50,1.35,2.15,0-0,0-0
166,20:00,Dinamo Zagreb,Istra 1961,1.05,6.25,12.50,-,-,1-1,1-1
167,20:00,Vysocina Jihlava,Fastav Zlin,2.20,2.90,2.50,1.65,1.70,1-1,1-3
168,20:00,Lyngby,Horsens,1.85,3.10,3.00,1.60,1.75,0-0,0-1
169,20:00,Piast Gliwice,Cracovia Krakow,2.60,2.90,2.10,1.70,1.65,0-1,2-2
170,20:30,Blau-Weiss,FC Liefering,3.00,3.20,1.80,1.80,1.55,0-1,1-1
171,20:30,Fac Wien,Kapfenberg,2.60,2.90,2.10,1.75,1.60,0-0,0-1
172,20:30,SV Horn,Lask Linz,4.30,3.30,1.50,1.75,1.60,0-2,1-4
173,20:30,Wattens,Aus.Lustenau,4.00,3.30,1.55,1.75,1.60,2-1,2-4
174,20:30,A.Bielefeld,Heidenheim,2.30,2.90,2.40,1.50,1.85,1-1,2-1
175,20:30,Bochum,Braunschweig,2.20,2.90,2.50,1.80,1.55,0-0,1-1
176,20:30,Nürnberg,Würzburger,1.75,3.10,3.30,1.65,1.70,1-0,2-2
177,21:00,VfR Aalen,Osnabrück,2.10,2.80,2.70,1.40,2.05,1-1,1-1
178,21:00,Fortuna Köln,Fsv Zwickau,2.00,2.90,2.80,1.65,1.70,2-0,2-1
179,21:00,Munster,Rot-Weiss,1.90,2.90,3.00,1.50,1.85,3-0,4-0
180,21:15,Sport Huancayo,Gas Ayacucho,1.45,3.40,4.60,-,-,0-0,0-0
184,22:00,Ajaccio,Strasbourg,2.30,2.70,2.50,1.30,2.30,1-0,2-0
185,22:00,Auxerre,Lens,2.70,2.70,2.20,1.40,2.05,0-1,1-1
186,22:00,Clermont,Gazelec Ajac,2.30,2.70,2.50,1.45,1.95,1-1,3-1
187,22:00,Orleans,Nimes,2.20,2.70,2.70,1.50,1.85,0-1,2-1
188,22:00,Red Star,Troyes,2.20,2.70,2.70,1.40,2.05,0-1,1-2
189,22:00,Reims,Laval,1.55,3.30,4.00,1.45,1.95,0-1,0-2
190,22:00,Sochaux,Fc Tours,1.65,3.20,3.60,1.35,2.15,1-0,2-1
191,22:00,Valenciennes,Bourg-Peron,1.90,2.90,3.00,1.55,1.80,1-1,3-3
192,22:00,Achilles 29,FC Oss,2.60,3.20,2.00,2.15,1.35,1-0,1-2
193,22:00,Nac Breda,VV Venlo,2.20,3.20,2.30,2.05,1.40,0-0,0-0
194,22:00,Den Bosch,EVV Eindhoven,2.80,3.20,1.90,2.05,1.40,0-1,0-2
195,22:00,Dordrecht,Helmond,2.20,3.20,2.30,2.05,1.40,0-3,1-4
196,22:00,Emmen,Cambuur Lee,2.80,3.20,1.90,1.95,1.45,0-0,0-1
197,22:00,Fortuna Sittard,MVV Maastricht,2.90,3.20,1.85,1.95,1.45,2-1,2-3
198,22:00,Telstar,Almere City,2.80,3.20,1.90,2.05,1.40,0-2,3-5
199,22:00,Volendam,Waalwijk,1.50,3.60,4.00,1.95,1.45,0-0,1-1
200,22:00,Almeria,Elche,1.85,3.00,3.10,1.50,1.85,1-1,2-1
201,22:15,Dukla Praha,Slavia Prague,2.30,2.90,2.40,1.60,1.75,1-0,1-2
202,22:15,Aalborg,Copenhagen,5.00,3.50,1.40,1.70,1.65,1-2,1-2
203,22:30,FC Wiener,FC Wacker,2.60,2.90,2.10,1.70,1.65,0-0,2-2
204,22:30,Sint Truiden,Club Brugge,3.50,3.10,1.70,1.70,1.65,0-0,0-1
205,22:30,Cittadella,Verona,3.00,2.90,1.90,1.60,1.75,4-1,5-1
206,22:30,Jagiellonia,Legia Warszawa,3.00,2.90,1.90,1.65,1.70,0-1,1-4
207,22:45,Brighton,Aston Villa,1.65,3.20,3.60,1.50,1.85,1-1,1-1
208,22:45,Kilmarnock,Celtic,16.00,7.00,1.02,2.50,1.25,0-1,0-1
209,23:15,Chaves,Porto,6.25,3.75,1.30,-,-,0-0,0-0
210,23:30,Defensor Bocana,Melgar,3.20,3.00,1.80,-,-,0-2,1-3
471,00:30,Santos,Vitoria,1.25,4.00,7.00,1.80,1.55,1-0,3-2
472,00:30,Sao Paulo,Gremio,1.80,3.00,3.20,1.50,1.85,1-0,1-1
473,02:00,Atl-Mineiro,Palmeiras,1.90,2.90,3.00,1.75,1.60,0-1,1-1
474,02:00,Internacional,Ponte Preta,1.50,3.30,4.30,1.50,1.85,1-0,1-1
475,03:10,Gimnasia La,San Lorenzo,2.60,2.80,2.20,1.30,2.30,1-0,2-2
106,13:30,Gaziantepspor,Konyaspor,2.45,3.10,2.10,1.45,1.95,0-1,0-3
107,15:00,Deportivo,Sevilla,2.90,3.00,1.90,1.65,1.70,2-1,2-3
108,15:30,Manchester Utd,Arsenal,2.30,2.90,2.40,1.65,1.70,0-0,1-1
109,16:00,Bursaspor,Akhisar Bld,1.50,3.30,4.30,1.70,1.65,0-0,0-0
110,17:00,Chievo,Cagliari,1.70,3.10,3.50,1.60,1.75,0-0,1-0
111,17:30,Augsburg,Hertha Berlin,2.20,2.90,2.50,1.45,1.95,0-0,0-0
112,17:30,Darmstadt 98,Ingolstadt,2.70,2.80,2.10,1.40,2.05,0-0,0-1
113,17:30,M.gladbach,Köln,1.95,2.90,2.90,1.55,1.80,1-0,1-2
114,17:30,Mainz 05,Freiburg,1.85,3.10,3.00,1.80,1.55,2-0,3-2
115,17:30,Wolfsburg,Schalke 04,2.10,2.90,2.60,1.70,1.65,0-0,0-1
116,18:00,Crystal Palace,Manchester City,5.00,4.00,1.35,1.95,1.45,0-1,1-2
117,18:00,Everton,Swansea,1.40,3.75,4.60,1.85,1.50,0-1,1-1
118,18:00,Southampton,Liverpool,3.00,3.20,1.80,1.80,1.55,0-0,0-0
119,18:00,Stoke,Bournemouth,1.95,3.00,2.80,1.65,1.70,0-1,0-1
120,18:00,Sunderland,Hull,1.90,2.90,3.00,1.50,1.85,1-0,3-0
121,18:00,Watford,Leicester,2.50,2.90,2.20,1.55,1.80,2-1,2-1
122,18:15,Barcelona,Malaga,1.05,7.00,10.00,3.00,1.15,0-0,0-0
123,19:00,Paris S.G.,Nantes,1.05,6.25,12.50,2.05,1.40,1-0,2-0
124,19:00,Adanaspor,Beşiktaş,8.00,4.00,1.20,1.95,1.45,0-2,1-2
125,19:00,Osmanlıspor,Alanyaspor,1.40,3.40,5.00,1.80,1.55,2-0,2-0
126,20:00,Udinese,Napoli,3.60,3.30,1.60,1.80,1.55,0-0,1-2
127,20:30,Tottenham,West Ham,1.35,3.60,5.50,1.80,1.55,0-1,3-2
128,20:30,Dortmund,Bayern Munich,3.00,3.20,1.80,1.80,1.55,1-0,1-0
129,20:30,Eibar,Celta Vigo,2.00,3.00,2.70,1.70,1.65,1-0,1-0
130,22:00,Bastia,Montpellier,2.20,2.70,2.70,1.40,2.05,1-0,1-1
131,22:00,Nancy,Dijon,2.00,2.90,2.80,1.40,2.05,0-0,1-0
132,22:00,Rennes,Angers,2.00,2.90,2.80,1.30,2.30,1-0,1-1
133,22:00,Toulouse,Metz,1.30,3.75,6.25,1.70,1.65,0-1,0-2
134,22:45,Juventus,Pescara,1.05,6.25,12.50,2.50,1.25,1-0,3-0
135,22:45,Atl-Madrid,Real Madrid,2.10,2.90,2.60,1.70,1.65,0-1,0-3
211,00:15,Oeste,Joinville,1.90,2.90,3.00,1.40,2.05,0-0,0-2
212,02:00,Colo Colo,Cobresal,1.20,4.30,8.00,-,-,1-0,3-0
213,02:30,Luverdense,Goias,1.90,3.00,2.90,1.70,1.65,1-0,1-0
214,03:15,Ars.Sarandi,Banfield,2.40,2.60,2.50,1.35,2.15,1-2,1-3
215,06:00,Veracruz,Club Tijuana,3.00,3.20,1.80,1.75,1.60,1-1,2-1
217,11:50,Brisbane Roar,Sydney,2.50,2.90,2.20,1.75,1.60,1-1,1-1
218,12:00,Manavgatspor,24 Erzincanspor,1.95,3.10,2.15,-,-,1-1,1-1
219,12:30,Cizrespor,Ankarademirspor,1.80,3.10,2.35,-,-,0-0,1-1
220,13:00,Jeonbuk Motors,Al Ain,1.50,3.30,4.30,-,-,0-0,2-1
221,13:00,Bayburt Ö.İ,Kozan Bld,1.70,3.10,2.55,-,-,0-0,0-0
222,13:00,Erzin Bld,Tekirdağspor,2.20,3.10,1.90,-,-,1-0,3-0
223,13:00,Bld Vanspor,Gölcükspor,1.65,3.10,2.65,-,-,1-1,1-1
224,13:00,Boluspor,Altınordu,1.95,3.20,2.65,1.65,1.70,2-1,3-2
225,13:00,Ümraniyespor,Sivasspor,2.65,3.20,1.95,1.60,1.75,2-0,4-1
226,13:30,Karagümrükspor,İstanbulspor,3.30,3.10,1.60,-,-,1-0,2-0
227,13:30,K-Erciyesspor,Menemen Bld,6.00,3.90,1.20,-,-,1-2,1-3
228,13:30,Karacabey Birlik,Sancaktepe Bld,2.55,3.10,1.70,-,-,0-5,1-6
229,13:30,Kartalspor,Çorum Bld,2.35,3.10,1.80,-,-,0-1,0-2
230,13:30,Kocaelispor,Kızılcabölükspor,1.25,3.40,4.80,-,-,0-0,0-1
231,13:30,Kütahyaspor,Beylerbeyi,1.40,3.30,3.50,-,-,2-2,3-3
234,14:30,Orenburg,Lok.Moscow,3.30,2.60,1.95,1.30,2.30,0-1,1-1
237,15:00,Hannover 96,Aue,1.40,3.75,4.60,1.85,1.50,1-0,2-0
238,15:00,Karlsruher Sc,Sandhausen,2.20,2.80,2.60,1.35,2.15,0-0,1-3
239,15:00,Olimpik Donetsk,Odessa,2.10,2.90,2.60,-,-,1-0,1-0
240,15:00,Zorya Lugansk,Oleksandria,1.50,3.30,4.30,-,-,0-0,1-2
242,15:15,Forest Green,Lincoln,1.80,3.10,3.10,1.70,1.65,1-0,2-3
243,15:30,Balıkesirspor,Gaziantep Bld,1.75,3.20,3.10,1.60,1.75,0-0,0-0
244,16:00,Chemnitzer,Holstein Kiel,2.00,2.90,2.80,1.45,1.95,1-0,2-2
245,16:00,FSV Frankfurt,Duisburg,2.20,2.90,2.50,1.50,1.85,0-0,0-0
246,16:00,Hallescher,Mainz II,1.45,3.40,4.60,1.70,1.65,0-0,2-0
247,16:00,Hansa Rostock,W.Bremen II,1.60,3.20,3.75,1.65,1.70,1-0,1-1
248,16:00,Regensburg,Wehen,1.90,2.90,3.00,1.55,1.80,1-1,3-1
249,16:00,S.Grossaspach,Magdeburg,1.85,3.00,3.10,1.55,1.80,1-2,1-3
250,16:00,Sportfreunde,Paderborn,1.90,2.90,3.00,1.60,1.75,3-0,6-0
251,15:00,Iraklis,Kerkyra,2.00,2.80,2.90,1.30,2.30,ERT,ERT
252,16:00,Elazığspor,Mersin İY,1.70,3.20,3.30,1.80,1.55,1-0,3-0
253,17:00,Inter Zapresic,RNK Split,1.40,3.50,5.00,1.30,2.30,0-0,2-0
254,17:00,1905 Bohemians,Teplice,1.85,2.90,3.20,1.50,1.85,0-1,0-1
255,17:00,Zbrojovka Brno,Pribram,1.40,3.50,5.00,1.70,1.65,2-1,2-2
256,17:00,Mlada Boleslav,Viktoria Plzen,2.20,2.90,2.50,1.65,1.70,0-0,0-0
257,17:00,Slovacko,Hradec Kralove,1.65,3.20,3.60,1.55,1.80,0-1,1-3
258,17:00,Le Havre,Amiens,1.80,3.00,3.20,1.45,1.95,0-0,0-0
260,17:00,Avellino,Pisa,1.90,2.90,3.00,1.35,2.15,0-0,1-0
261,17:00,Bari,Carpi,2.00,2.90,2.80,1.45,1.95,0-0,2-0
262,17:00,Benevento,Brescia,1.45,3.40,4.60,1.75,1.60,1-0,4-0
263,17:00,US Latina,Salernitana,2.20,2.80,2.60,1.50,1.85,0-0,1-1
264,17:00,Pro Vercelli,Vicenza,1.85,2.90,3.20,1.45,1.95,1-0,1-1
265,17:00,Spezia,Cesena,1.85,2.90,3.20,1.40,2.05,0-0,1-0
266,17:00,Ternana,Virtus Entella,2.70,2.70,2.20,1.50,1.85,2-0,3-0
267,17:00,Anzhi,FC Ufa,2.00,2.60,3.20,1.30,2.30,0-0,0-1
272,17:30,Diosgyor,Szombathelyi,2.20,2.90,2.50,-,-,0-1,2-1
273,17:30,Gyirmot,Ujpest,3.00,2.90,1.90,-,-,0-0,1-2
274,17:30,Mezokövesd Zsory,Videoton,3.30,3.10,1.75,-,-,1-1,2-1
275,17:30,MTK Budapest,Debrecen,2.20,2.90,2.50,-,-,0-0,1-0
276,17:30,Paksi SE,Budapest Honved,2.50,2.90,2.20,-,-,1-1,1-1
277,17:30,Gornik Leczna,Ruch Chorzow,2.00,2.90,2.80,1.65,1.70,0-2,0-4
278,17:30,CSMS Iaşi,Targu Mureş,1.65,3.20,3.60,-,-,0-0,0-0
279,18:00,Altach,Sturm Graz,2.30,2.90,2.40,1.55,1.80,0-0,1-1
280,18:00,Deportes Iquique,De Quillota,1.55,3.30,4.00,-,-,1-1,3-1
281,18:00,Nordsjaelland,AGF Aarhus,2.50,2.90,2.20,1.70,1.65,2-1,3-2
282,18:00,Aldershot,Macclesfield,2.00,3.00,2.70,1.55,1.80,0-1,1-2
283,18:00,Barrow,Solihull Moors,1.40,3.50,5.00,1.85,1.50,2-0,2-1
284,18:00,Boreham Wood,Southport,1.50,3.30,4.30,1.70,1.65,1-0,2-0
285,18:00,Braintree,Tranmere,3.30,3.20,1.70,1.55,1.80,0-0,0-1
286,18:00,Chester City,Bromley,1.80,3.20,3.00,1.75,1.60,0-1,1-1
287,18:00,Dover Athletic,Guiseley,1.40,3.50,5.00,1.95,1.45,0-0,2-0
288,18:00,Gateshead,Eastleigh,2.00,3.00,2.70,1.70,1.65,0-2,2-2
289,18:00,Maidstone,Woking,1.90,3.00,2.90,1.80,1.55,0-2,0-3
290,18:00,North Ferriby,Sutton United,4.00,3.30,1.55,1.75,1.60,1-0,2-1
291,18:00,Torquay,Wrexham,2.20,2.90,2.50,1.60,1.75,0-1,1-1
292,18:00,York City,Dagenham & Rb,2.80,3.20,1.90,1.65,1.70,0-2,0-2
293,18:00,Wimbledon,Bury,1.80,3.10,3.10,1.70,1.65,4-1,5-1
294,18:00,Bolton,Millwall,1.95,3.00,2.80,1.65,1.70,1-0,2-0
295,18:00,Bristol Rovers,Milton Keynes,1.90,3.00,2.90,1.75,1.60,0-0,0-0
296,18:00,Charlton,Port Vale,1.55,3.30,4.00,1.60,1.75,2-0,2-0
297,18:00,Fleetwood,Chesterfield,1.65,3.20,3.60,1.70,1.65,1-0,2-1
298,18:00,Northampton,Peterborough,2.00,3.00,2.70,1.80,1.55,0-0,0-1
299,18:00,Oxford,Coventry,1.85,3.10,3.00,1.65,1.70,3-0,4-1
300,18:00,Rochdale,Swindon,1.80,3.10,3.10,1.65,1.70,1-0,4-0
301,18:00,Scunthorpe,Oldham,1.50,3.30,4.30,1.60,1.75,0-0,1-0
302,18:00,Sheffield Utd,Shrewsbury,1.25,4.00,7.00,1.85,1.50,2-0,2-1
303,18:00,Southend,Bradford,3.00,3.10,1.85,1.55,1.80,1-0,3-0
304,18:00,Walsall,Gillingham,1.90,3.00,2.90,1.70,1.65,1-1,1-2
305,18:00,Accrington,Stevenage,1.80,3.10,3.10,1.65,1.70,0-0,0-1
306,18:00,Barnet,Crewe,2.20,2.90,2.50,1.75,1.60,0-0,0-0
307,18:00,Cambridge,Wycombe,2.00,3.00,2.70,1.50,1.85,0-1,1-2
308,18:00,Carlisle,Exeter,1.65,3.30,3.40,1.85,1.50,1-1,3-2
309,18:00,Cheltenham,Portsmouth,3.30,3.10,1.75,1.65,1.70,0-0,1-1
310,18:00,Doncaster,Hartlepool,1.50,3.30,4.30,1.80,1.55,1-1,2-1
311,18:00,Leyton Orient,Blackpool,2.60,2.90,2.10,1.70,1.65,0-1,1-2
312,18:00,Mansfield,Crawley Town,1.70,3.10,3.50,1.60,1.75,0-0,3-1
313,18:00,Morecambe,Luton,4.00,3.30,1.55,1.85,1.50,0-1,0-2
314,18:00,Notts County,Newport,1.85,3.10,3.00,1.70,1.65,0-2,0-3
315,18:00,Plymouth,Grimsby,1.70,3.10,3.50,1.70,1.65,0-1,0-3
316,18:00,Yeovil,Colchester,2.20,2.90,2.50,1.70,1.65,0-0,2-1
317,18:00,Barnsley,Wigan,2.20,2.90,2.50,1.70,1.65,0-0,0-0
318,18:00,Birmingham,Bristol City,2.10,2.90,2.60,1.60,1.75,0-0,1-0
319,18:00,Blackburn,Brentford,2.50,2.90,2.20,1.60,1.75,3-2,3-2
320,18:00,Cardiff,Huddersfield,2.20,2.90,2.50,1.45,1.95,3-1,3-2
321,18:00,Derby,Rotherham Utd,1.30,3.75,6.25,1.80,1.55,2-0,3-0
322,18:00,Fulham,Sheffield Wed,2.00,3.00,2.70,1.60,1.75,0-1,1-1
323,18:00,Preston,Wolverhampton,2.10,2.90,2.60,1.50,1.85,0-0,0-0
324,18:00,QPR,Norwich,2.80,3.00,1.95,1.65,1.70,2-0,2-1
325,18:00,Reading,Burton Albion,1.75,3.20,3.20,1.60,1.75,2-0,3-0
326,18:00,Ayr United,Falkirk,2.80,3.20,1.90,1.70,1.65,0-1,0-1
327,18:00,Dumbarton,Raith Rovers,2.80,3.20,1.90,1.70,1.65,0-0,0-0
328,18:00,Hibernian,Queen of,1.35,3.60,5.50,1.80,1.55,2-0,4-0
329,18:00,Morton,Dundee Utd,2.90,3.00,1.90,1.65,1.70,0-0,0-0
330,18:00,Airdrie United,Alloa Athletic,2.60,3.20,2.00,1.80,1.55,2-0,2-1
331,18:00,Brechin City,Albion Rovers,1.65,3.20,3.60,1.95,1.45,0-0,0-0
332,18:00,East Fife,Queen`s Park,2.00,3.20,2.60,1.80,1.55,1-1,1-2
333,18:00,Livingston,Peterhead,1.35,3.60,5.50,1.95,1.45,0-1,1-2
334,18:00,Stranraer,Stenhousemuir,1.65,3.20,3.60,1.85,1.50,1-1,3-1
335,18:00,Annan Athletic,Elgin City,2.60,3.20,2.00,1.80,1.55,1-0,1-0
336,18:00,Clyde,Berwick Rangers,1.75,3.20,3.20,1.95,1.45,1-0,3-2
337,18:00,Edinburgh City,Cowdenbeath,2.10,3.10,2.50,1.80,1.55,0-1,1-1
338,18:00,Montrose,Forfar Athletic,3.60,3.30,1.60,1.95,1.45,1-1,1-1
339,18:00,Stirling Albion,Arbroath,2.40,3.20,2.10,1.80,1.55,0-1,2-2
340,18:00,Numancia,Valladolid,2.00,2.90,2.80,1.40,2.05,1-0,2-1
341,18:00,Inverness,Aberdeen,3.10,3.10,1.80,1.65,1.70,1-2,1-3
342,18:00,Motherwell,Partick Thistle,2.50,2.90,2.20,1.70,1.65,2-0,2-0
343,18:00,Glasgow Rangers,FC Dundee,1.25,4.00,7.00,2.05,1.40,0-0,1-0
344,18:00,St. Johnstone,Ross County,1.65,3.20,3.60,1.65,1.70,0-2,2-4
345,18:00,Dynamo Kiev,Stal Metalurh,1.05,6.25,12.50,-,-,1-0,2-1
346,18:00,Shakhtar Donetsk,Karpaty Lviv,1.02,7.00,16.00,-,-,1-1,2-1
348,17:15,Veria,Levadiakos,2.00,2.80,2.90,1.35,2.15,ERT,ERT
349,19:00,Hajduk Split,Lokomotiva,1.35,3.60,5.50,1.85,1.50,0-0,1-0
350,19:00,Estoril,Cova Piadade,1.45,3.40,4.60,-,-,1-0,2-0
351,19:00,Feirense,Academica,1.80,3.00,3.20,-,-,0-0,0-0
352,19:00,Göztepe,Bandırmaspor,1.25,4.00,6.50,1.85,1.50,2-1,3-3
353,19:45,Grasshoppers,Thun,1.80,3.20,3.00,1.95,1.45,1-0,1-1
354,20:00,Genk,Eupen,1.40,3.75,4.60,2.05,1.40,2-0,2-0
355,20:00,Vasas,Ferencvaros,2.70,3.00,2.00,-,-,0-1,1-2
356,20:00,Pogon Szczecin,Wisla Krakow,1.90,2.90,3.00,1.70,1.65,4-1,6-2
357,20:00,Concordia,Steaua Bucuresti,5.00,3.50,1.40,-,-,1-0,1-0
358,20:00,Mallorca,Sevilla II,1.65,3.20,3.60,1.40,2.05,0-2,2-2
359,20:00,Real Oviedo,Levante,2.50,2.70,2.30,1.35,2.15,0-0,2-0
360,20:15,Baumit Jablonec,Liberec,2.00,2.90,2.80,1.60,1.75,1-0,3-0
361,20:15,St. Mirren,Dunfermline,2.00,3.00,2.70,1.75,1.60,0-1,0-1
362,20:30,FC Admira,Wolfsberger AC,2.30,2.90,2.40,1.60,1.75,1-0,4-0
